FECHA,TMAX,TMIN,NOMBRE
22052023,20.5,14.5,EL PALOMAR AERO
22052023,,12.0,EL TREBOL
22052023,,9.4,ESCUELA DE AVIACION MILITAR AERO
22052023,6.8,,ESQUEL AERO
22052023,21.1,15.4,EZEIZA AERO
22052023,27.4,17.3,FORMOSA AERO
22052023,22.4,13.0,GENERAL PICO AERO
22052023,5.2,-5.0,GOBERNADOR GREGORES AERO
22052023,19.2,13.3,GUALEGUAYCHU AERO
22052023,21.6,14.9,IGUAZU AERO
22052023,26.5,13.8,ITUZAINGO
22052023,21.5,3.0,JACHAL
22052023,25.7,12.3,JUJUY AERO
22052023,26.6,7.1,JUJUY U N
22052023,21.1,16.3,JUNIN AERO
22052023,19.4,14.2,LA PLATA AERO
22052023,18.5,-4.4,LA QUIACA OBSERVATORIO
22052023,18.6,11.8,LA RIOJA AERO
22052023,21.7,14.6,LABOULAYE AERO
22052023,20.0,15.4,LAS FLORES
22052023,21.4,,LAS LOMITAS
22052023,13.8,0.9,MALARGUE AERO
22052023,11.0,-2.2,MAQUINCHAO
22052023,17.3,13.9,MAR DEL PLATA AERO
22052023,21.6,16.8,MARCOS JUAREZ AERO
22052023,19.9,,MARIANO MORENO AERO
22052023,19.0,11.7,MENDOZA AERO
22052023,18.6,11.8,MENDOZA OBSERVATORIO
22052023,,16.0,MERCEDES AERO (CTES)
22052023,,15.0,MERLO AERO
22052023,23.6,9.6,METAN
22052023,,15.3,MONTE CASEROS AERO
22052023,20.6,14.1,MORON AERO
22052023,17.4,1.1,NEUQUEN AERO
22052023,20.8,15.9,NUEVE DE JULIO
22052023,26.0,14.0,OBERA
22052023,17.5,13.4,OLAVARRIA AERO
22052023,25.6,16.1,ORAN AERO
22052023,20.0,14.8,PARANA AERO
22052023,9.9,-4.7,PASO DE INDIOS
22052023,23.0,15.4,PASO DE LOS LIBRES AERO
22052023,19.3,13.5,PEHUAJO AERO
22052023,,-5.5,PERITO MORENO AERO
22052023,20.0,11.2,PIGUE AERO
22052023,22.4,14.8,PILAR OBSERVATORIO
22052023,26.8,17.0,POSADAS AERO
22052023,23.3,17.0,PRESIDENCIA ROQUE SAENZ PENA AERO
22052023,10.6,-1.6,PUERTO DESEADO AERO
22052023,12.8,0.2,PUERTO MADRYN AERO
22052023,19.7,14.0,PUNTA INDIO B.A.
22052023,21.1,16.6,RAFAELA AERO
22052023,21.1,17.1,RECONQUISTA AERO
22052023,22.2,17.5,RESISTENCIA AERO
22052023,23.0,13.0,RIO CUARTO AERO
22052023,7.9,-4.0,RIO GALLEGOS AERO
22052023,5.0,-5.0,RIO GRANDE B.A.
22052023,24.5,17.3,RIVADAVIA
22052023,21.9,15.9,ROSARIO AERO
22052023,27.8,10.7,SALTA AERO
22052023,16.5,1.5,SAN ANTONIO OESTE AERO
22052023,20.7,15.9,SAN FERNANDO AERO
22052023,19.0,7.6,SAN JUAN AERO
22052023,7.4,-1.1,SAN JULIAN AERO
22052023,22.6,10.9,SAN LUIS AERO
22052023,20.0,10.2,SAN MARTIN (MZA)
22052023,19.0,10.6,SAN RAFAEL AERO
22052023,,,SANTA CRUZ AERO
22052023,21.0,12.4,SANTA ROSA AERO
22052023,23.7,,SANTA ROSA DE CONLARA AERO
22052023,21.0,15.4,SANTIAGO DEL ESTERO AERO
22052023,20.2,16.9,SAUCE VIEJO AERO
22052023,21.0,17.4,SUNCHALES AERO
22052023,17.5,14.0,TANDIL AERO
22052023,22.8,17.7,TARTAGAL AERO
22052023,21.0,16.5,TERMAS DE RIO HONDO AERO
22052023,28.0,5.5,TINOGASTA
22052023,14.4,,TRELEW AERO
22052023,,14.5,TRENQUE LAUQUEN
22052023,15.6,12.7,TRES ARROYOS
22052023,22.7,14.6,TUCUMAN AERO
22052023,4.3,-0.1,USHUAIA AERO
22052023,18.6,4.0,USPALLATA
22052023,22.2,14.0,VENADO TUERTO AERO
22052023,22.5,9.4,VICTORICA
22052023,,5.8,VIEDMA AERO
22052023,21.0,15.2,VILLA DE MARIA DEL RIO SECO
22052023,24.7,10.3,VILLA DOLORES AERO
22052023,19.8,15.0,VILLA GESELL AERO
22052023,21.0,9.5,VILLA REYNOLDS AERO
21052023,18.7,14.3,AEROPARQUE AERO
21052023,16.4,2.5,AZUL AERO
21052023,18.5,0.1,BAHIA BLANCA AERO
21052023,7.8,4.7,BARILOCHE AERO
21052023,-10.2,-26.5,BASE BELGRANO II
21052023,5.3,2.0,BASE CARLINI (EX JUBANY)
21052023,1.7,-2.1,BASE ESPERANZA
21052023,-0.5,-5.4,BASE MARAMBIO
21052023,1.2,-3.0,BASE ORCADAS
21052023,5.9,-1.8,BASE SAN MARTIN
21052023,17.0,2.6,BENITO JUAREZ AERO
21052023,19.8,14.8,BERNARDO DE IRIGOYEN AERO
21052023,15.7,5.0,BOLIVAR AERO
21052023,18.2,13.9,BUENOS AIRES OBSERVATORIO
21052023,,11.5,CAMPO DE MAYO AERO
21052023,27.0,8.7,CATAMARCA AERO
21052023,20.6,14.6,CERES AERO
21052023,22.7,14.2,CHAMICAL AERO
21052023,9.8,5.0,CHAPELCO AERO
21052023,21.5,13.0,CHEPES
21052023,,5.5,CHILECITO AERO
21052023,16.5,9.6,CIPOLLETTI
21052023,18.3,10.3,COMODORO RIVADAVIA AERO
21052023,20.2,,CONCORDIA AERO
21052023,21.6,10.8,CORDOBA AERO
21052023,21.2,11.7,CORDOBA OBSERVATORIO
21052023,13.6,3.1,CORONEL PRINGLES AERO
21052023,13.3,2.3,CORONEL SUAREZ AERO
21052023,19.4,17.4,CORRIENTES AERO
21052023,,2.3,DOLORES AERO
21052023,13.9,6.8,EL BOLSON AERO
21052023,8.4,-1.0,EL CALAFATE AERO
21052023,18.0,12.2,EL PALOMAR AERO
21052023,,,EL TREBOL
21052023,20.5,10.2,ESCUELA DE AVIACION MILITAR AERO
21052023,10.0,,ESQUEL AERO
21052023,18.5,7.8,EZEIZA AERO
21052023,20.1,16.6,FORMOSA AERO
21052023,16.5,6.4,GENERAL PICO AERO
21052023,8.0,-1.0,GOBERNADOR GREGORES AERO
21052023,22.1,14.5,GUALEGUAYCHU AERO
21052023,20.8,15.3,IGUAZU AERO
21052023,20.0,14.8,ITUZAINGO
21052023,28.0,1.0,JACHAL
21052023,22.6,13.2,JUJUY AERO
21052023,23.6,13.8,JUJUY U N
21052023,19.0,8.4,JUNIN AERO
21052023,17.0,6.9,LA PLATA AERO
21052023,17.2,3.2,LA QUIACA OBSERVATORIO
21052023,22.9,9.2,LA RIOJA AERO
21052023,19.3,9.6,LABOULAYE AERO
21052023,18.0,4.5,LAS FLORES
21052023,19.7,,LAS LOMITAS
21052023,14.2,0.2,MALARGUE AERO
21052023,15.2,6.0,MAQUINCHAO
21052023,18.6,1.7,MAR DEL PLATA AERO
21052023,20.4,12.9,MARCOS JUAREZ AERO
21052023,17.5,,MARIANO MORENO AERO
21052023,19.4,4.5,MENDOZA AERO
21052023,18.6,6.2,MENDOZA OBSERVATORIO
21052023,,17.4,MERCEDES AERO (CTES)
21052023,,9.0,MERLO AERO
21052023,15.2,12.9,METAN
21052023,,17.4,MONTE CASEROS AERO
21052023,17.6,12.5,MORON AERO
21052023,17.0,8.0,NEUQUEN AERO
21052023,17.7,7.4,NUEVE DE JULIO
21052023,,,OBERA
21052023,15.4,3.5,OLAVARRIA AERO
21052023,20.9,16.1,ORAN AERO
21052023,22.3,14.5,PARANA AERO
21052023,14.8,3.6,PASO DE INDIOS
21052023,21.0,18.0,PASO DE LOS LIBRES AERO
21052023,16.3,3.9,PEHUAJO AERO
21052023,,0.0,PERITO MORENO AERO
21052023,12.2,3.7,PIGUE AERO
21052023,19.7,10.8,PILAR OBSERVATORIO
21052023,20.1,17.3,POSADAS AERO
21052023,20.3,16.8,PRESIDENCIA ROQUE SAENZ PENA AERO
21052023,17.0,3.1,PUERTO DESEADO AERO
21052023,13.4,8.6,PUERTO MADRYN AERO
21052023,19.0,10.0,PUNTA INDIO B.A.
21052023,20.5,14.0,RAFAELA AERO
21052023,20.5,18.1,RECONQUISTA AERO
21052023,19.7,17.5,RESISTENCIA AERO
21052023,18.8,10.4,RIO CUARTO AERO
21052023,9.0,-0.5,RIO GALLEGOS AERO
21052023,4.9,-2.8,RIO GRANDE B.A.
21052023,23.0,14.8,RIVADAVIA
21052023,21.5,13.9,ROSARIO AERO
21052023,24.9,12.3,SALTA AERO
21052023,16.6,7.6,SAN ANTONIO OESTE AERO
21052023,18.4,13.5,SAN FERNANDO AERO
21052023,20.0,5.0,SAN JUAN AERO
21052023,10.0,1.7,SAN JULIAN AERO
21052023,21.5,9.5,SAN LUIS AERO
21052023,21.6,5.0,SAN MARTIN (MZA)
21052023,19.7,2.6,SAN RAFAEL AERO
21052023,,,SANTA CRUZ AERO
21052023,13.9,5.7,SANTA ROSA AERO
21052023,21.0,,SANTA ROSA DE CONLARA AERO
21052023,19.6,11.8,SANTIAGO DEL ESTERO AERO
21052023,23.1,15.6,SAUCE VIEJO AERO
21052023,21.2,14.3,SUNCHALES AERO
21052023,17.4,0.3,TANDIL AERO
21052023,22.0,15.0,TARTAGAL AERO
21052023,18.6,12.8,TERMAS DE RIO HONDO AERO
21052023,26.0,5.0,TINOGASTA
21052023,15.4,,TRELEW AERO
21052023,,6.0,TRENQUE LAUQUEN
21052023,17.7,4.8,TRES ARROYOS
21052023,19.7,13.6,TUCUMAN AERO
21052023,6.9,3.1,USHUAIA AERO
21052023,15.4,2.8,USPALLATA
21052023,18.5,10.2,VENADO TUERTO AERO
21052023,20.0,7.5,VICTORICA
21052023,,6.5,VIEDMA AERO
21052023,16.2,11.1,VILLA DE MARIA DEL RIO SECO
21052023,20.8,12.8,VILLA DOLORES AERO
21052023,19.6,-0.5,VILLA GESELL AERO
21052023,24.5,5.0,VILLA REYNOLDS AERO
20052023,16.8,10.8,AEROPARQUE AERO
20052023,14.0,1.2,AZUL AERO
20052023,14.9,-1.6,BAHIA BLANCA AERO
20052023,9.1,-6.0,BARILOCHE AERO
20052023,-9.0,-14.1,BASE BELGRANO II
20052023,3.6,-1.8,BASE CARLINI (EX JUBANY)
20052023,-0.3,-8.0,BASE ESPERANZA
20052023,-5.0,-11.2,BASE MARAMBIO
20052023,1.5,-2.5,BASE ORCADAS
20052023,-1.1,-7.3,BASE SAN MARTIN
20052023,12.7,0.0,BENITO JUAREZ AERO
20052023,21.8,15.2,BERNARDO DE IRIGOYEN AERO
20052023,14.1,2.0,BOLIVAR AERO
20052023,17.0,10.0,BUENOS AIRES OBSERVATORIO
20052023,,8.7,CAMPO DE MAYO AERO
20052023,22.2,15.9,CATAMARCA AERO
20052023,20.5,14.0,CERES AERO
20052023,19.0,15.0,CHAMICAL AERO
20052023,9.5,-9.0,CHAPELCO AERO
20052023,17.5,11.0,CHEPES
20052023,,12.9,CHILECITO AERO
20052023,17.5,-0.4,CIPOLLETTI
20052023,13.1,-0.1,COMODORO RIVADAVIA AERO
20052023,19.0,,CONCORDIA AERO
20052023,18.7,11.8,CORDOBA AERO
20052023,19.2,12.8,CORDOBA OBSERVATORIO
20052023,12.6,0.1,CORONEL PRINGLES AERO
20052023,12.9,-1.0,CORONEL SUAREZ AERO
20052023,23.5,19.1,CORRIENTES AERO
20052023,,2.6,DOLORES AERO
20052023,12.1,-4.0,EL BOLSON AERO
20052023,9.4,0.5,EL CALAFATE AERO
20052023,17.0,9.0,EL PALOMAR AERO
20052023,15.1,12.2,ESCUELA DE AVIACION MILITAR AERO
20052023,11.5,,ESQUEL AERO
20052023,16.1,7.4,EZEIZA AERO
20052023,22.2,19.3,FORMOSA AERO
20052023,16.2,0.5,GENERAL PICO AERO
20052023,9.5,2.0,GOBERNADOR GREGORES AERO
20052023,17.0,13.4,GUALEGUAYCHU AERO
20052023,21.2,13.6,IGUAZU AERO
20052023,24.0,14.7,ITUZAINGO
20052023,18.5,8.0,JACHAL
20052023,22.0,16.1,JUJUY AERO
20052023,19.5,14.6,JUJUY U N
20052023,15.5,6.0,JUNIN AERO
20052023,16.4,8.5,LA PLATA AERO
20052023,18.4,-0.8,LA QUIACA OBSERVATORIO
20052023,22.3,16.1,LA RIOJA AERO
20052023,16.0,6.1,LABOULAYE AERO
20052023,14.5,3.5,LAS FLORES
20052023,25.8,,LAS LOMITAS
20052023,13.3,1.8,MALARGUE AERO
20052023,11.5,-11.8,MAQUINCHAO
20052023,14.0,5.3,MAR DEL PLATA AERO
20052023,17.5,10.0,MARCOS JUAREZ AERO
20052023,16.0,,MARIANO MORENO AERO
20052023,18.2,7.8,MENDOZA AERO
20052023,17.5,6.9,MENDOZA OBSERVATORIO
20052023,,14.0,MERCEDES AERO (CTES)
20052023,,8.0,MERLO AERO
20052023,18.8,13.0,METAN
20052023,,17.6,MONTE CASEROS AERO
20052023,16.5,8.0,MORON AERO
20052023,17.6,-3.8,NEUQUEN AERO
20052023,15.5,5.8,NUEVE DE JULIO
20052023,26.0,14.0,OBERA
20052023,13.5,0.2,OLAVARRIA AERO
20052023,25.2,20.1,ORAN AERO
20052023,17.5,13.1,PARANA AERO
20052023,13.7,-5.1,PASO DE INDIOS
20052023,22.5,17.5,PASO DE LOS LIBRES AERO
20052023,15.3,1.6,PEHUAJO AERO
20052023,,-3.0,PERITO MORENO AERO
20052023,12.5,0.7,PIGUE AERO
20052023,16.9,11.8,PILAR OBSERVATORIO
20052023,23.3,16.5,POSADAS AERO
20052023,23.9,19.5,PRESIDENCIA ROQUE SAENZ PENA AERO
20052023,12.0,-0.2,PUERTO DESEADO AERO
20052023,12.8,-2.0,PUERTO MADRYN AERO
20052023,15.0,10.0,PUNTA INDIO B.A.
20052023,18.0,11.6,RAFAELA AERO
20052023,22.8,18.8,RECONQUISTA AERO
20052023,23.7,19.5,RESISTENCIA AERO
20052023,15.0,11.7,RIO CUARTO AERO
20052023,8.4,1.4,RIO GALLEGOS AERO
20052023,7.0,1.0,RIO GRANDE B.A.
20052023,27.5,16.8,RIVADAVIA
20052023,16.1,9.1,ROSARIO AERO
20052023,18.5,14.5,SALTA AERO
20052023,16.5,-5.5,SAN ANTONIO OESTE AERO
20052023,16.2,10.2,SAN FERNANDO AERO
20052023,19.5,10.0,SAN JUAN AERO
20052023,10.2,0.9,SAN JULIAN AERO
20052023,18.0,11.5,SAN LUIS AERO
20052023,18.6,8.0,SAN MARTIN (MZA)
20052023,15.6,2.6,SAN RAFAEL AERO
20052023,,,SANTA CRUZ AERO
20052023,14.6,-0.2,SANTA ROSA AERO
20052023,19.0,,SANTA ROSA DE CONLARA AERO
20052023,23.3,13.8,SANTIAGO DEL ESTERO AERO
20052023,18.3,14.1,SAUCE VIEJO AERO
20052023,18.6,12.7,SUNCHALES AERO
20052023,13.8,-0.5,TANDIL AERO
20052023,23.6,17.4,TARTAGAL AERO
20052023,21.4,15.0,TERMAS DE RIO HONDO AERO
20052023,22.0,14.0,TINOGASTA
20052023,15.0,,TRELEW AERO
20052023,,3.5,TRENQUE LAUQUEN
20052023,14.5,2.8,TRES ARROYOS
20052023,20.6,14.8,TUCUMAN AERO
20052023,8.0,3.0,USHUAIA AERO
20052023,15.6,-2.0,USPALLATA
20052023,15.4,9.0,VENADO TUERTO AERO
20052023,15.1,1.0,VICTORICA
20052023,,-3.9,VIEDMA AERO
20052023,20.0,11.5,VILLA DE MARIA DEL RIO SECO
20052023,18.6,11.6,VILLA DOLORES AERO
20052023,14.6,3.5,VILLA GESELL AERO
20052023,18.1,7.2,VILLA REYNOLDS AERO
19052023,19.6,13.8,AEROPARQUE AERO
19052023,14.2,3.1,AZUL AERO
19052023,18.0,9.1,BAHIA BLANCA AERO
19052023,8.7,-0.7,BARILOCHE AERO
19052023,-10.7,-17.5,BASE BELGRANO II
19052023,1.5,-0.5,BASE CARLINI (EX JUBANY)
19052023,2.1,-4.7,BASE ESPERANZA
19052023,-5.7,-10.2,BASE MARAMBIO
19052023,2.6,0.0,BASE ORCADAS
19052023,-1.4,-4.3,BASE SAN MARTIN
19052023,15.0,6.5,BENITO JUAREZ AERO
19052023,24.4,13.2,BERNARDO DE IRIGOYEN AERO
19052023,13.5,7.0,BOLIVAR AERO
19052023,19.8,11.0,BUENOS AIRES OBSERVATORIO
19052023,,6.0,CAMPO DE MAYO AERO
19052023,26.5,14.8,CATAMARCA AERO
19052023,25.0,15.0,CERES AERO
19052023,23.3,15.9,CHAMICAL AERO
19052023,9.6,0.4,CHAPELCO AERO
19052023,21.5,13.0,CHEPES
19052023,,7.9,CHILECITO AERO
19052023,15.7,4.2,CIPOLLETTI
19052023,12.6,4.6,COMODORO RIVADAVIA AERO
19052023,24.7,13.1,CONCORDIA AERO
19052023,23.1,8.7,CORDOBA AERO
19052023,23.5,15.0,CORDOBA OBSERVATORIO
19052023,17.9,6.5,CORONEL PRINGLES AERO
19052023,17.8,5.4,CORONEL SUAREZ AERO
19052023,28.5,17.0,CORRIENTES AERO
19052023,,5.7,DOLORES AERO
19052023,11.5,1.2,EL BOLSON AERO
19052023,8.4,-1.5,EL CALAFATE AERO
19052023,19.4,5.1,EL PALOMAR AERO
19052023,,13.0,EL TREBOL
19052023,23.1,11.5,ESCUELA DE AVIACION MILITAR AERO
19052023,7.1,,ESQUEL AERO
19052023,18.2,7.2,EZEIZA AERO
19052023,28.6,16.2,FORMOSA AERO
19052023,18.5,9.2,GENERAL PICO AERO
19052023,8.0,-1.0,GOBERNADOR GREGORES AERO
19052023,24.6,11.6,GUALEGUAYCHU AERO
19052023,24.3,11.4,IGUAZU AERO
19052023,27.5,13.0,ITUZAINGO
19052023,19.0,1.0,JACHAL
19052023,25.0,15.4,JUJUY AERO
19052023,24.5,13.0,JUJUY U N
19052023,13.0,6.0,JUNIN AERO
19052023,19.9,7.1,LA PLATA AERO
19052023,19.6,-4.3,LA QUIACA OBSERVATORIO
19052023,25.4,13.4,LA RIOJA AERO
19052023,16.5,10.2,LABOULAYE AERO
19052023,12.6,5.0,LAS FLORES
19052023,32.2,,LAS LOMITAS
19052023,18.5,-1.0,MALARGUE AERO
19052023,9.0,-1.8,MAQUINCHAO
19052023,16.0,5.8,MAR DEL PLATA AERO
19052023,19.5,9.1,MARCOS JUAREZ AERO
19052023,17.8,,MARIANO MORENO AERO
19052023,22.6,7.5,MENDOZA AERO
19052023,23.5,8.4,MENDOZA OBSERVATORIO
19052023,,15.5,MERCEDES AERO (CTES)
19052023,,8.0,MERLO AERO
19052023,20.4,13.5,METAN
19052023,,15.6,MONTE CASEROS AERO
19052023,19.1,8.5,MORON AERO
19052023,16.0,2.2,NEUQUEN AERO
19052023,12.2,8.5,NUEVE DE JULIO
19052023,27.0,12.5,OBERA
19052023,15.4,6.1,OLAVARRIA AERO
19052023,27.6,18.1,ORAN AERO
19052023,19.5,13.4,PARANA AERO
19052023,11.7,1.5,PASO DE INDIOS
19052023,26.1,15.3,PASO DE LOS LIBRES AERO
19052023,15.0,8.6,PEHUAJO AERO
19052023,,-0.5,PERITO MORENO AERO
19052023,17.0,5.5,PIGUE AERO
19052023,24.5,13.0,PILAR OBSERVATORIO
19052023,27.2,14.3,POSADAS AERO
19052023,31.7,19.0,PRESIDENCIA ROQUE SAENZ PENA AERO
19052023,10.6,2.5,PUERTO DESEADO AERO
19052023,13.6,2.2,PUERTO MADRYN AERO
19052023,18.0,8.0,PUNTA INDIO B.A.
19052023,19.7,14.5,RAFAELA AERO
19052023,29.1,18.0,RECONQUISTA AERO
19052023,29.5,17.2,RESISTENCIA AERO
19052023,20.6,10.7,RIO CUARTO AERO
19052023,8.5,-2.0,RIO GALLEGOS AERO
19052023,6.3,-1.4,RIO GRANDE B.A.
19052023,31.0,19.8,RIVADAVIA
19052023,20.5,9.5,ROSARIO AERO
19052023,24.6,12.5,SALTA AERO
19052023,16.0,7.0,SAN ANTONIO OESTE AERO
19052023,18.8,6.9,SAN FERNANDO AERO
19052023,22.0,6.4,SAN JUAN AERO
19052023,9.0,0.9,SAN JULIAN AERO
19052023,21.3,14.0,SAN LUIS AERO
19052023,22.6,7.1,SAN MARTIN (MZA)
19052023,19.7,4.8,SAN RAFAEL AERO
19052023,,,SANTA CRUZ AERO
19052023,18.4,7.4,SANTA ROSA AERO
19052023,20.2,,SANTA ROSA DE CONLARA AERO
19052023,25.9,17.0,SANTIAGO DEL ESTERO AERO
19052023,19.8,12.2,SAUCE VIEJO AERO
19052023,21.5,13.8,SUNCHALES AERO
19052023,13.9,2.4,TANDIL AERO
19052023,27.2,17.6,TARTAGAL AERO
19052023,23.5,18.4,TERMAS DE RIO HONDO AERO
19052023,24.0,6.0,TINOGASTA
19052023,14.5,,TRELEW AERO
19052023,,9.5,TRENQUE LAUQUEN
19052023,18.2,8.4,TRES ARROYOS
19052023,23.4,16.1,TUCUMAN AERO
19052023,4.9,1.2,USHUAIA AERO
19052023,18.0,-2.8,USPALLATA
19052023,15.1,8.0,VENADO TUERTO AERO
19052023,18.6,4.5,VICTORICA
19052023,,5.3,VIEDMA AERO
19052023,25.5,13.6,VILLA DE MARIA DEL RIO SECO
19052023,21.5,12.2,VILLA DOLORES AERO
19052023,15.8,3.1,VILLA GESELL AERO
19052023,21.9,10.8,VILLA REYNOLDS AERO
18052023,22.6,15.4,AEROPARQUE AERO
18052023,19.8,10.4,AZUL AERO
18052023,19.0,5.2,BAHIA BLANCA AERO
18052023,11.5,-1.4,BARILOCHE AERO
18052023,-15.0,-20.6,BASE BELGRANO II
18052023,2.5,-5.8,BASE CARLINI (EX JUBANY)
18052023,1.1,-2.7,BASE ESPERANZA
18052023,-2.1,-9.0,BASE MARAMBIO
18052023,2.2,-1.5,BASE ORCADAS
18052023,-0.1,-5.3,BASE SAN MARTIN
18052023,18.3,9.8,BENITO JUAREZ AERO
18052023,24.4,12.4,BERNARDO DE IRIGOYEN AERO
18052023,19.6,7.5,BOLIVAR AERO
18052023,22.9,14.3,BUENOS AIRES OBSERVATORIO
18052023,,11.2,CAMPO DE MAYO AERO
18052023,27.0,14.4,CATAMARCA AERO
18052023,23.1,14.0,CERES AERO
18052023,23.5,13.5,CHAMICAL AERO
18052023,12.8,3.8,CHAPELCO AERO
18052023,23.0,10.0,CHEPES
18052023,,13.0,CHILECITO AERO
18052023,21.5,7.6,CIPOLLETTI
18052023,17.6,7.2,COMODORO RIVADAVIA AERO
18052023,24.8,13.4,CONCORDIA AERO
18052023,22.0,6.6,CORDOBA AERO
18052023,22.4,10.4,CORDOBA OBSERVATORIO
18052023,19.5,9.0,CORONEL PRINGLES AERO
18052023,18.9,6.5,CORONEL SUAREZ AERO
18052023,28.5,13.3,CORRIENTES AERO
18052023,,11.1,DOLORES AERO
18052023,16.4,0.9,EL BOLSON AERO
18052023,8.4,2.4,EL CALAFATE AERO
18052023,22.0,9.0,EL PALOMAR AERO
18052023,,10.5,EL TREBOL
18052023,20.4,8.0,ESCUELA DE AVIACION MILITAR AERO
18052023,12.7,,ESQUEL AERO
18052023,22.1,12.6,EZEIZA AERO
18052023,29.1,13.3,FORMOSA AERO
18052023,20.6,4.8,GENERAL PICO AERO
18052023,10.6,4.4,GOBERNADOR GREGORES AERO
18052023,21.8,12.3,GUALEGUAYCHU AERO
18052023,24.8,12.7,IGUAZU AERO
18052023,27.6,13.0,ITUZAINGO
18052023,20.0,8.0,JACHAL
18052023,27.3,16.7,JUJUY AERO
18052023,25.0,13.0,JUJUY U N
18052023,20.6,9.3,JUNIN AERO
18052023,21.9,12.6,LA PLATA AERO
18052023,18.9,-3.0,LA QUIACA OBSERVATORIO
18052023,23.0,15.5,LA RIOJA AERO
18052023,20.8,8.1,LABOULAYE AERO
18052023,21.0,12.6,LAS FLORES
18052023,31.6,,LAS LOMITAS
18052023,15.0,1.0,MALARGUE AERO
18052023,13.0,-2.4,MAQUINCHAO
18052023,20.4,11.7,MAR DEL PLATA AERO
18052023,21.0,9.8,MARCOS JUAREZ AERO
18052023,21.5,,MARIANO MORENO AERO
18052023,19.2,8.4,MENDOZA AERO
18052023,17.8,8.0,MENDOZA OBSERVATORIO
18052023,,14.5,MERCEDES AERO (CTES)
18052023,,13.0,MERLO AERO
18052023,24.8,15.5,METAN
18052023,,14.0,MONTE CASEROS AERO
18052023,21.2,12.9,MORON AERO
18052023,21.4,5.8,NEUQUEN AERO
18052023,20.8,8.4,NUEVE DE JULIO
18052023,31.0,14.0,OBERA
18052023,19.5,9.5,OLAVARRIA AERO
18052023,28.5,21.2,ORAN AERO
18052023,22.0,14.8,PARANA AERO
18052023,14.3,3.3,PASO DE INDIOS
18052023,27.9,13.2,PASO DE LOS LIBRES AERO
18052023,19.3,6.8,PEHUAJO AERO
18052023,,3.5,PERITO MORENO AERO
18052023,18.9,6.8,PIGUE AERO
18052023,21.4,9.9,PILAR OBSERVATORIO
18052023,27.5,15.7,POSADAS AERO
18052023,24.2,15.9,PRESIDENCIA ROQUE SAENZ PENA AERO
18052023,16.0,8.4,PUERTO DESEADO AERO
18052023,17.6,-0.3,PUERTO MADRYN AERO
18052023,20.9,12.5,PUNTA INDIO B.A.
18052023,22.0,12.5,RAFAELA AERO
18052023,28.7,15.3,RECONQUISTA AERO
18052023,29.7,12.4,RESISTENCIA AERO
18052023,20.0,7.4,RIO CUARTO AERO
18052023,9.9,1.5,RIO GALLEGOS AERO
18052023,6.8,0.8,RIO GRANDE B.A.
18052023,28.0,21.3,RIVADAVIA
18052023,21.0,10.9,ROSARIO AERO
18052023,24.6,13.5,SALTA AERO
18052023,19.8,0.5,SAN ANTONIO OESTE AERO
18052023,21.8,11.2,SAN FERNANDO AERO
18052023,22.4,10.5,SAN JUAN AERO
18052023,13.8,7.7,SAN JULIAN AERO
18052023,20.3,6.0,SAN LUIS AERO
18052023,20.5,8.7,SAN MARTIN (MZA)
18052023,18.5,4.4,SAN RAFAEL AERO
18052023,,,SANTA CRUZ AERO
18052023,19.6,4.2,SANTA ROSA AERO
18052023,21.0,,SANTA ROSA DE CONLARA AERO
18052023,24.0,16.2,SANTIAGO DEL ESTERO AERO
18052023,22.0,14.1,SAUCE VIEJO AERO
18052023,23.0,13.8,SUNCHALES AERO
18052023,18.8,9.0,TANDIL AERO
18052023,28.0,19.5,TARTAGAL AERO
18052023,23.7,18.2,TERMAS DE RIO HONDO AERO
18052023,25.5,13.0,TINOGASTA
18052023,18.0,,TRELEW AERO
18052023,,6.1,TRENQUE LAUQUEN
18052023,18.3,10.8,TRES ARROYOS
18052023,22.5,16.3,TUCUMAN AERO
18052023,7.4,2.8,USHUAIA AERO
18052023,17.1,-2.1,USPALLATA
18052023,20.5,10.0,VENADO TUERTO AERO
18052023,19.5,3.7,VICTORICA
18052023,,2.3,VIEDMA AERO
18052023,22.8,12.1,VILLA DE MARIA DEL RIO SECO
18052023,20.7,8.0,VILLA DOLORES AERO
18052023,19.6,10.6,VILLA GESELL AERO
18052023,20.0,2.4,VILLA REYNOLDS AERO
17052023,21.8,16.7,AEROPARQUE AERO
17052023,23.4,7.6,AZUL AERO
17052023,23.5,11.9,BAHIA BLANCA AERO
17052023,10.1,2.8,BARILOCHE AERO
17052023,-12.0,-17.0,BASE BELGRANO II
17052023,1.0,-2.1,BASE CARLINI (EX JUBANY)
17052023,-0.9,-7.4,BASE ESPERANZA
17052023,-3.2,-7.0,BASE MARAMBIO
17052023,0.7,-2.0,BASE ORCADAS
17052023,0.9,-4.6,BASE SAN MARTIN
17052023,23.0,11.6,BENITO JUAREZ AERO
17052023,25.4,15.6,BERNARDO DE IRIGOYEN AERO
17052023,26.6,12.0,BOLIVAR AERO
17052023,23.7,16.4,BUENOS AIRES OBSERVATORIO
17052023,,12.0,CAMPO DE MAYO AERO
17052023,28.5,12.9,CATAMARCA AERO
17052023,29.5,14.9,CERES AERO
17052023,27.5,14.5,CHAMICAL AERO
17052023,10.5,4.6,CHAPELCO AERO
