FECHA,TMAX,TMIN,NOMBRE
06082023,27.7,14.3,SAUCE VIEJO AERO
06082023,27.8,11.3,SUNCHALES AERO
06082023,18.1,1.5,TANDIL AERO
06082023,31.8,14.2,TARTAGAL AERO
06082023,30.3,9.0,TERMAS DE RIO HONDO AERO
06082023,34.2,5.0,TINOGASTA
06082023,15.6,-0.2,TRELEW AERO
06082023,22.9,6.9,TRENQUE LAUQUEN
06082023,16.6,5.4,TRES ARROYOS
06082023,31.2,12.1,TUCUMAN AERO
06082023,,-2.3,USHUAIA AERO
06082023,19.0,4.3,USPALLATA
06082023,23.0,8.4,VENADO TUERTO AERO
06082023,20.6,3.0,VICTORICA
06082023,16.6,-1.3,VIEDMA AERO
06082023,29.0,7.6,VILLA DE MARIA DEL RIO SECO
06082023,26.5,9.0,VILLA DOLORES AERO
06082023,16.6,6.6,VILLA GESELL AERO
06082023,22.0,5.5,VILLA REYNOLDS AERO
05082023,15.3,10.1,AEROPARQUE AERO
05082023,15.3,-3.0,AZUL AERO
05082023,19.5,-1.6,BAHIA BLANCA AERO
05082023,11.4,-5.4,BARILOCHE AERO
05082023,-10.2,-20.7,BASE BELGRANO II
05082023,-6.5,-11.8,BASE CARLINI (EX JUBANY)
05082023,-13.9,-17.0,BASE ESPERANZA
05082023,-17.1,-23.2,BASE MARAMBIO
05082023,-16.5,-19.0,BASE ORCADAS
05082023,-11.7,-16.8,BASE SAN MARTIN
05082023,15.7,-1.7,BENITO JUAREZ AERO
05082023,27.1,16.9,BERNARDO DE IRIGOYEN AERO
05082023,18.6,-1.8,BOLIVAR AERO
05082023,16.6,6.4,BUENOS AIRES OBSERVATORIO
05082023,,0.0,CAMPO DE MAYO AERO
05082023,27.8,14.2,CATAMARCA AERO
05082023,24.5,11.0,CERES AERO
05082023,24.5,11.0,CHAMICAL AERO
05082023,15.0,-5.5,CHAPELCO AERO
05082023,24.5,11.0,CHEPES
05082023,23.5,5.9,CHILECITO AERO
05082023,13.4,2.7,CIPOLLETTI
05082023,15.4,4.9,COMODORO RIVADAVIA AERO
05082023,24.0,,CONCORDIA AERO
05082023,23.1,7.3,CORDOBA AERO
05082023,23.0,12.9,CORDOBA OBSERVATORIO
05082023,16.9,-3.5,CORONEL SUAREZ AERO
05082023,33.5,18.8,CORRIENTES AERO
05082023,,-1.6,DOLORES AERO
05082023,8.8,-4.7,EL BOLSON AERO
05082023,10.9,3.0,EL CALAFATE AERO
05082023,16.8,-0.2,EL PALOMAR AERO
05082023,,10.0,ESCUELA DE AVIACION MILITAR AERO
05082023,8.7,-4.3,ESQUEL AERO
05082023,16.9,0.4,EZEIZA AERO
05082023,,20.0,FORMOSA AERO
05082023,21.5,4.0,GENERAL PICO AERO
05082023,8.5,4.5,GOBERNADOR GREGORES AERO
05082023,20.5,6.0,GUALEGUAYCHU AERO
05082023,29.8,15.8,IGUAZU AERO
05082023,32.8,17.8,ITUZAINGO
05082023,24.0,-1.5,JACHAL
05082023,26.0,10.9,JUJUY AERO
05082023,25.0,10.1,JUJUY U N
05082023,20.1,-0.4,JUNIN AERO
05082023,14.8,2.6,LA PLATA AERO
05082023,20.2,-3.6,LA QUIACA OBSERVATORIO
05082023,25.5,10.0,LA RIOJA AERO
05082023,22.4,2.5,LABOULAYE AERO
05082023,16.5,0.5,LAS FLORES
05082023,36.4,,LAS LOMITAS
05082023,17.6,-1.4,MALARGUE AERO
05082023,12.5,-9.2,MAQUINCHAO
05082023,13.4,-2.3,MAR DEL PLATA AERO
05082023,21.0,3.3,MARCOS JUAREZ AERO
05082023,17.0,,MARIANO MORENO AERO
05082023,20.8,4.2,MENDOZA AERO
05082023,20.4,5.5,MENDOZA OBSERVATORIO
05082023,31.6,16.5,MERCEDES AERO (CTES)
05082023,,3.4,MERLO AERO
05082023,27.0,10.5,METAN
05082023,26.2,15.8,MONTE CASEROS AERO
05082023,17.2,3.0,MORON AERO
05082023,13.6,1.2,NEUQUEN AERO
05082023,19.4,2.2,NUEVE DE JULIO
05082023,35.0,18.0,OBERA
05082023,16.2,-1.6,OLAVARRIA AERO
05082023,29.6,13.3,ORAN AERO
05082023,23.0,8.0,PARANA AERO
05082023,13.2,-1.8,PASO DE INDIOS
05082023,26.9,17.0,PASO DE LOS LIBRES AERO
05082023,20.6,-2.3,PEHUAJO AERO
05082023,11.0,4.0,PERITO MORENO AERO
05082023,17.0,0.3,PIGUE AERO
05082023,22.4,8.6,PILAR OBSERVATORIO
05082023,31.9,17.8,POSADAS AERO
05082023,36.1,16.0,PRESIDENCIA ROQUE SAENZ PENA AERO
05082023,14.0,-1.0,PUERTO DESEADO AERO
05082023,15.0,-2.6,PUERTO MADRYN AERO
05082023,13.1,5.0,PUNTA INDIO B.A.
05082023,19.5,8.0,RAFAELA AERO
05082023,32.7,14.9,RECONQUISTA AERO
05082023,34.9,17.6,RESISTENCIA AERO
05082023,21.5,7.2,RIO CUARTO AERO
05082023,10.4,0.5,RIO GALLEGOS AERO
05082023,6.5,0.0,RIO GRANDE B.A.
05082023,32.5,12.8,RIVADAVIA
05082023,19.4,3.6,ROSARIO AERO
05082023,24.8,7.8,SALTA AERO
05082023,16.2,-1.2,SAN ANTONIO OESTE AERO
05082023,15.6,1.8,SAN FERNANDO AERO
05082023,22.3,1.8,SAN JUAN AERO
05082023,11.8,0.9,SAN JULIAN AERO
05082023,24.2,9.0,SAN LUIS AERO
05082023,21.5,4.2,SAN MARTIN (MZA)
05082023,23.0,4.6,SAN RAFAEL AERO
05082023,,,SANTA CRUZ AERO
05082023,20.7,1.8,SANTA ROSA AERO
05082023,24.0,,SANTA ROSA DE CONLARA AERO
05082023,25.2,9.8,SANTIAGO DEL ESTERO AERO
05082023,22.4,6.7,SAUCE VIEJO AERO
05082023,20.2,8.5,SUNCHALES AERO
05082023,14.6,-5.7,TANDIL AERO
05082023,29.6,12.4,TARTAGAL AERO
05082023,24.2,10.2,TERMAS DE RIO HONDO AERO
05082023,26.5,4.5,TINOGASTA
05082023,15.2,-1.8,TRELEW AERO
05082023,20.9,1.5,TRENQUE LAUQUEN
05082023,16.2,-1.6,TRES ARROYOS
05082023,25.7,11.0,TUCUMAN AERO
05082023,5.4,-1.2,USHUAIA AERO
05082023,25.2,-0.8,USPALLATA
05082023,21.5,1.5,VENADO TUERTO AERO
05082023,24.3,2.0,VICTORICA
05082023,16.9,1.8,VIEDMA AERO
05082023,23.6,9.8,VILLA DE MARIA DEL RIO SECO
05082023,24.3,7.8,VILLA DOLORES AERO
05082023,15.8,-2.2,VILLA GESELL AERO
05082023,27.0,0.3,VILLA REYNOLDS AERO
04082023,18.6,9.4,AEROPARQUE AERO
04082023,16.5,-0.4,AZUL AERO
04082023,15.4,-1.0,BAHIA BLANCA AERO
04082023,11.0,-4.2,BARILOCHE AERO
04082023,-12.0,-16.9,BASE BELGRANO II
04082023,-7.0,-15.2,BASE CARLINI (EX JUBANY)
04082023,-13.9,-18.3,BASE ESPERANZA
04082023,-18.0,-23.7,BASE MARAMBIO
04082023,-9.2,-18.0,BASE ORCADAS
04082023,-11.6,-14.6,BASE SAN MARTIN
04082023,14.3,0.8,BENITO JUAREZ AERO
04082023,27.3,17.7,BERNARDO DE IRIGOYEN AERO
04082023,18.3,-2.4,BOLIVAR AERO
04082023,19.2,7.0,BUENOS AIRES OBSERVATORIO
04082023,,4.1,CAMPO DE MAYO AERO
04082023,26.2,4.4,CATAMARCA AERO
04082023,22.5,8.5,CERES AERO
04082023,25.6,9.0,CHAMICAL AERO
04082023,11.8,-2.8,CHAPELCO AERO
04082023,24.0,8.0,CHEPES
04082023,22.0,7.4,CHILECITO AERO
04082023,17.0,-1.8,CIPOLLETTI
04082023,15.5,7.0,COMODORO RIVADAVIA AERO
04082023,20.4,,CONCORDIA AERO
04082023,23.1,3.0,CORDOBA AERO
04082023,23.3,8.0,CORDOBA OBSERVATORIO
04082023,16.3,-2.0,CORONEL SUAREZ AERO
04082023,33.8,18.8,CORRIENTES AERO
04082023,,0.1,DOLORES AERO
04082023,11.8,-3.5,EL BOLSON AERO
04082023,7.9,2.5,EL CALAFATE AERO
04082023,18.4,2.2,EL PALOMAR AERO
04082023,,4.5,ESCUELA DE AVIACION MILITAR AERO
04082023,8.4,1.4,ESQUEL AERO
04082023,17.1,2.1,EZEIZA AERO
04082023,,19.3,FORMOSA AERO
04082023,18.5,-2.0,GENERAL PICO AERO
04082023,8.8,2.5,GOBERNADOR GREGORES AERO
04082023,19.0,9.4,GUALEGUAYCHU AERO
04082023,30.0,14.8,IGUAZU AERO
04082023,32.0,18.0,ITUZAINGO
04082023,19.5,-1.0,JACHAL
04082023,26.0,11.5,JUJUY AERO
04082023,25.0,9.8,JUJUY U N
04082023,18.9,2.0,JUNIN AERO
04082023,16.7,2.4,LA PLATA AERO
04082023,20.5,-5.3,LA QUIACA OBSERVATORIO
04082023,24.3,9.9,LA RIOJA AERO
04082023,20.3,0.6,LABOULAYE AERO
04082023,16.5,0.1,LAS FLORES
04082023,36.4,,LAS LOMITAS
04082023,16.6,-1.6,MALARGUE AERO
04082023,9.7,-4.2,MAQUINCHAO
04082023,14.3,1.6,MAR DEL PLATA AERO
04082023,21.3,2.3,MARCOS JUAREZ AERO
04082023,17.5,,MARIANO MORENO AERO
04082023,19.4,5.2,MENDOZA AERO
04082023,19.4,5.7,MENDOZA OBSERVATORIO
04082023,28.6,18.0,MERCEDES AERO (CTES)
04082023,,4.4,MERLO AERO
04082023,23.5,10.8,METAN
04082023,24.6,13.8,MONTE CASEROS AERO
04082023,17.4,3.9,MORON AERO
04082023,16.0,-1.2,NEUQUEN AERO
04082023,19.5,2.9,NUEVE DE JULIO
04082023,33.5,18.0,OBERA
04082023,15.9,-0.4,OLAVARRIA AERO
04082023,28.9,12.5,ORAN AERO
04082023,19.6,8.4,PARANA AERO
04082023,11.6,3.7,PASO DE INDIOS
04082023,27.5,16.2,PASO DE LOS LIBRES AERO
04082023,19.1,-2.3,PEHUAJO AERO
04082023,11.0,4.0,PERITO MORENO AERO
04082023,14.0,1.4,PIGUE AERO
04082023,22.2,4.5,PILAR OBSERVATORIO
04082023,33.7,18.8,POSADAS AERO
04082023,31.0,12.6,PRESIDENCIA ROQUE SAENZ PENA AERO
04082023,11.6,1.8,PUERTO DESEADO AERO
04082023,15.0,4.6,PUERTO MADRYN AERO
04082023,17.0,4.0,PUNTA INDIO B.A.
04082023,20.5,7.0,RAFAELA AERO
04082023,23.5,13.1,RECONQUISTA AERO
04082023,33.9,18.2,RESISTENCIA AERO
04082023,19.4,4.7,RIO CUARTO AERO
04082023,5.6,1.0,RIO GALLEGOS AERO
04082023,2.2,-1.5,RIO GRANDE B.A.
04082023,32.0,13.3,RIVADAVIA
04082023,19.9,5.2,ROSARIO AERO
04082023,25.5,8.3,SALTA AERO
04082023,16.4,-1.0,SAN ANTONIO OESTE AERO
04082023,18.0,4.3,SAN FERNANDO AERO
04082023,20.4,1.5,SAN JUAN AERO
04082023,9.4,0.9,SAN JULIAN AERO
04082023,22.3,6.6,SAN LUIS AERO
04082023,19.5,4.6,SAN MARTIN (MZA)
04082023,16.5,3.6,SAN RAFAEL AERO
04082023,,,SANTA CRUZ AERO
04082023,18.0,0.0,SANTA ROSA AERO
04082023,25.0,,SANTA ROSA DE CONLARA AERO
04082023,25.2,7.8,SANTIAGO DEL ESTERO AERO
04082023,20.1,9.1,SAUCE VIEJO AERO
04082023,21.2,7.5,SUNCHALES AERO
04082023,16.4,-1.0,TANDIL AERO
04082023,28.5,11.5,TARTAGAL AERO
04082023,21.2,8.5,TERMAS DE RIO HONDO AERO
04082023,25.0,4.0,TINOGASTA
04082023,16.0,3.9,TRELEW AERO
04082023,19.1,1.7,TRENQUE LAUQUEN
04082023,14.2,2.0,TRES ARROYOS
04082023,23.2,8.5,TUCUMAN AERO
04082023,1.1,-2.8,USHUAIA AERO
04082023,23.0,4.0,USPALLATA
04082023,19.5,2.5,VENADO TUERTO AERO
04082023,19.7,0.0,VICTORICA
04082023,14.7,-1.6,VIEDMA AERO
04082023,24.0,6.5,VILLA DE MARIA DEL RIO SECO
04082023,23.9,5.8,VILLA DOLORES AERO
04082023,16.1,1.6,VILLA GESELL AERO
04082023,20.2,0.3,VILLA REYNOLDS AERO
03082023,17.2,9.9,AEROPARQUE AERO
03082023,13.6,-2.7,AZUL AERO
03082023,16.0,-4.1,BAHIA BLANCA AERO
03082023,8.5,-7.8,BARILOCHE AERO
03082023,-13.5,-18.5,BASE BELGRANO II
03082023,-4.9,-11.0,BASE CARLINI (EX JUBANY)
03082023,-14.4,-18.6,BASE ESPERANZA
03082023,-18.2,-22.2,BASE MARAMBIO
03082023,-2.3,-14.2,BASE ORCADAS
03082023,-11.6,-16.3,BASE SAN MARTIN
03082023,13.6,-2.8,BENITO JUAREZ AERO
03082023,27.0,16.3,BERNARDO DE IRIGOYEN AERO
03082023,14.3,-2.5,BOLIVAR AERO
03082023,16.6,9.0,BUENOS AIRES OBSERVATORIO
03082023,,8.4,CAMPO DE MAYO AERO
03082023,25.4,14.8,CATAMARCA AERO
03082023,25.0,11.7,CERES AERO
03082023,23.1,12.2,CHAMICAL AERO
03082023,11.2,-7.5,CHAPELCO AERO
03082023,21.0,10.0,CHEPES
03082023,23.5,10.0,CHILECITO AERO
03082023,13.2,0.4,CIPOLLETTI
03082023,11.8,5.9,COMODORO RIVADAVIA AERO
03082023,22.1,,CONCORDIA AERO
03082023,20.4,8.2,CORDOBA AERO
03082023,21.5,14.2,CORDOBA OBSERVATORIO
03082023,13.4,-4.2,CORONEL SUAREZ AERO
03082023,34.4,19.7,CORRIENTES AERO
03082023,,0.1,DOLORES AERO
03082023,8.2,-4.2,EL BOLSON AERO
03082023,7.4,3.0,EL CALAFATE AERO
03082023,16.0,8.8,EL PALOMAR AERO
03082023,,13.2,ESCUELA DE AVIACION MILITAR AERO
03082023,6.6,-5.0,ESQUEL AERO
03082023,14.6,6.8,EZEIZA AERO
03082023,,18.3,FORMOSA AERO
03082023,15.4,3.9,GENERAL PICO AERO
03082023,8.2,4.0,GOBERNADOR GREGORES AERO
03082023,18.6,11.8,GUALEGUAYCHU AERO
03082023,30.3,14.2,IGUAZU AERO
03082023,31.8,16.0,ITUZAINGO
03082023,19.5,8.0,JACHAL
03082023,30.7,15.7,JUJUY AERO
03082023,28.5,12.4,JUJUY U N
03082023,14.7,7.2,JUNIN AERO
03082023,13.0,6.2,LA PLATA AERO
03082023,18.7,-5.5,LA QUIACA OBSERVATORIO
03082023,25.4,14.2,LA RIOJA AERO
03082023,16.7,8.7,LABOULAYE AERO
03082023,13.0,0.5,LAS FLORES
03082023,36.9,,LAS LOMITAS
03082023,14.6,1.0,MALARGUE AERO
03082023,8.8,-7.2,MAQUINCHAO
03082023,14.6,-1.6,MAR DEL PLATA AERO
03082023,19.0,10.3,MARCOS JUAREZ AERO
03082023,16.0,,MARIANO MORENO AERO
03082023,18.1,11.3,MENDOZA AERO
03082023,18.8,10.4,MENDOZA OBSERVATORIO
03082023,30.0,18.0,MERCEDES AERO (CTES)
03082023,,8.0,MERLO AERO
03082023,24.0,14.0,METAN
03082023,24.2,17.3,MONTE CASEROS AERO
03082023,15.9,8.5,MORON AERO
03082023,12.2,-2.3,NEUQUEN AERO
03082023,13.0,4.6,NUEVE DE JULIO
03082023,30.8,17.0,OBERA
03082023,13.7,-1.5,OLAVARRIA AERO
03082023,31.5,15.2,ORAN AERO
03082023,23.7,13.2,PARANA AERO
03082023,9.8,1.2,PASO DE INDIOS
03082023,28.0,16.0,PASO DE LOS LIBRES AERO
03082023,14.1,-1.9,PEHUAJO AERO
03082023,9.0,2.0,PERITO MORENO AERO
03082023,12.9,-2.2,PIGUE AERO
03082023,20.4,12.6,PILAR OBSERVATORIO
03082023,34.0,17.8,POSADAS AERO
03082023,30.7,17.6,PRESIDENCIA ROQUE SAENZ PENA AERO
03082023,10.0,1.6,PUERTO DESEADO AERO
03082023,13.8,-0.6,PUERTO MADRYN AERO
03082023,12.6,5.4,PUNTA INDIO B.A.
03082023,22.2,13.0,RAFAELA AERO
03082023,27.2,19.1,RECONQUISTA AERO
03082023,35.6,18.4,RESISTENCIA AERO
03082023,17.4,10.0,RIO CUARTO AERO
03082023,7.6,1.4,RIO GALLEGOS AERO
03082023,5.3,-0.5,RIO GRANDE B.A.
03082023,32.5,15.3,RIVADAVIA
03082023,18.6,11.5,ROSARIO AERO
03082023,28.2,8.5,SALTA AERO
03082023,16.0,-6.0,SAN ANTONIO OESTE AERO
03082023,17.5,9.7,SAN FERNANDO AERO
03082023,19.0,7.8,SAN JUAN AERO
03082023,11.5,3.9,SAN JULIAN AERO
03082023,19.8,8.0,SAN LUIS AERO
03082023,19.2,10.1,SAN MARTIN (MZA)
03082023,17.0,8.6,SAN RAFAEL AERO
03082023,,,SANTA CRUZ AERO
03082023,16.4,-0.5,SANTA ROSA AERO
03082023,21.3,,SANTA ROSA DE CONLARA AERO
03082023,25.7,16.0,SANTIAGO DEL ESTERO AERO
03082023,25.3,13.6,SAUCE VIEJO AERO
03082023,22.9,12.5,SUNCHALES AERO
03082023,12.8,-3.6,TANDIL AERO
03082023,30.4,18.8,TARTAGAL AERO
03082023,26.7,13.0,TERMAS DE RIO HONDO AERO
03082023,26.0,6.5,TINOGASTA
03082023,14.2,-0.7,TRELEW AERO
03082023,14.1,4.3,TRENQUE LAUQUEN
03082023,14.5,-2.1,TRES ARROYOS
03082023,24.1,14.5,TUCUMAN AERO
03082023,4.4,0.1,USHUAIA AERO
03082023,24.5,7.6,USPALLATA
03082023,16.5,8.0,VENADO TUERTO AERO
03082023,18.0,3.0,VICTORICA
03082023,15.7,-3.7,VIEDMA AERO
03082023,22.0,12.1,VILLA DE MARIA DEL RIO SECO
03082023,21.0,7.7,VILLA DOLORES AERO
03082023,14.0,-1.0,VILLA GESELL AERO
03082023,21.2,6.3,VILLA REYNOLDS AERO
02082023,30.1,16.4,AEROPARQUE AERO
02082023,18.6,6.0,AZUL AERO
02082023,15.8,3.6,BAHIA BLANCA AERO
02082023,5.2,0.1,BARILOCHE AERO
02082023,-12.5,-17.2,BASE BELGRANO II
02082023,1.5,-8.3,BASE CARLINI (EX JUBANY)
02082023,-10.3,-18.0,BASE ESPERANZA
02082023,-19.7,-22.0,BASE MARAMBIO
02082023,-1.3,-3.0,BASE ORCADAS
02082023,-9.7,-15.5,BASE SAN MARTIN
02082023,15.7,4.2,BENITO JUAREZ AERO
02082023,25.1,15.4,BERNARDO DE IRIGOYEN AERO
02082023,20.9,10.2,BOLIVAR AERO
02082023,29.9,16.6,BUENOS AIRES OBSERVATORIO
02082023,,12.6,CAMPO DE MAYO AERO
02082023,32.5,13.6,CATAMARCA AERO
02082023,36.0,16.9,CERES AERO
02082023,32.8,13.8,CHAMICAL AERO
02082023,8.1,2.2,CHAPELCO AERO
02082023,28.5,10.5,CHEPES
02082023,30.5,9.2,CHILECITO AERO
02082023,16.1,9.5,CIPOLLETTI
02082023,11.5,3.1,COMODORO RIVADAVIA AERO
02082023,31.3,,CONCORDIA AERO
02082023,30.1,11.4,CORDOBA AERO
02082023,30.0,14.6,CORDOBA OBSERVATORIO
02082023,17.0,4.6,CORONEL SUAREZ AERO
02082023,33.2,18.8,CORRIENTES AERO
02082023,,9.0,DOLORES AERO
02082023,9.5,0.6,EL BOLSON AERO
02082023,5.9,-3.0,EL CALAFATE AERO
02082023,28.3,15.6,EL PALOMAR AERO
02082023,,6.0,ESCUELA DE AVIACION MILITAR AERO
02082023,4.8,-0.9,ESQUEL AERO
02082023,28.3,14.3,EZEIZA AERO
02082023,,19.7,FORMOSA AERO
02082023,18.6,8.0,GENERAL PICO AERO
02082023,6.7,-1.0,GOBERNADOR GREGORES AERO
02082023,30.4,18.4,GUALEGUAYCHU AERO
02082023,28.6,15.7,IGUAZU AERO
02082023,31.0,16.5,ITUZAINGO
02082023,26.5,-1.0,JACHAL
02082023,33.1,14.2,JUJUY AERO
02082023,31.9,9.7,JUJUY U N
02082023,24.9,13.5,JUNIN AERO
02082023,28.2,12.6,LA PLATA AERO
02082023,21.2,-6.3,LA QUIACA OBSERVATORIO
02082023,31.7,13.4,LA RIOJA AERO
02082023,23.2,11.2,LABOULAYE AERO
02082023,19.5,10.8,LAS FLORES
02082023,36.8,,LAS LOMITAS
02082023,20.2,3.6,MALARGUE AERO
02082023,6.9,-1.8,MAQUINCHAO
02082023,16.8,3.2,MAR DEL PLATA AERO
02082023,30.1,12.9,MARCOS JUAREZ AERO
02082023,27.5,,MARIANO MORENO AERO
02082023,23.4,10.7,MENDOZA AERO
02082023,23.7,13.3,MENDOZA OBSERVATORIO
02082023,32.6,18.5,MERCEDES AERO (CTES)
02082023,,15.0,MERLO AERO
02082023,31.0,,METAN
02082023,31.0,17.3,MONTE CASEROS AERO
02082023,27.7,15.8,MORON AERO
02082023,15.2,7.4,NEUQUEN AERO
02082023,21.1,12.4,NUEVE DE JULIO
02082023,30.0,17.0,OBERA
02082023,17.8,8.2,OLAVARRIA AERO
02082023,34.1,14.9,ORAN AERO
02082023,32.4,19.5,PARANA AERO
02082023,6.6,-0.2,PASO DE INDIOS
02082023,31.6,16.5,PASO DE LOS LIBRES AERO
02082023,22.0,8.7,PEHUAJO AERO
02082023,8.0,-1.0,PERITO MORENO AERO
02082023,15.7,3.3,PIGUE AERO
02082023,28.9,12.1,PILAR OBSERVATORIO
02082023,30.6,18.3,POSADAS AERO
02082023,36.5,16.7,PRESIDENCIA ROQUE SAENZ PENA AERO
02082023,8.8,-0.6,PUERTO DESEADO AERO
02082023,11.6,6.4,PUERTO MADRYN AERO
02082023,26.0,12.6,PUNTA INDIO B.A.
02082023,34.5,19.0,RAFAELA AERO
02082023,35.2,18.4,RECONQUISTA AERO
02082023,35.2,18.0,RESISTENCIA AERO
02082023,23.1,13.4,RIO CUARTO AERO
02082023,4.0,-2.0,RIO GALLEGOS AERO
02082023,2.4,-3.0,RIO GRANDE B.A.
02082023,39.0,20.3,RIVADAVIA
02082023,30.6,15.8,ROSARIO AERO
02082023,32.6,7.5,SALTA AERO
02082023,15.0,0.8,SAN ANTONIO OESTE AERO
02082023,29.0,17.2,SAN FERNANDO AERO
02082023,25.1,4.8,SAN JUAN AERO
02082023,7.0,0.4,SAN JULIAN AERO
02082023,24.3,12.4,SAN LUIS AERO
02082023,21.5,11.9,SAN MARTIN (MZA)
02082023,17.6,9.5,SAN RAFAEL AERO
02082023,,,SANTA CRUZ AERO
02082023,17.6,9.0,SANTA ROSA AERO
02082023,32.0,,SANTA ROSA DE CONLARA AERO
02082023,33.8,10.8,SANTIAGO DEL ESTERO AERO
02082023,30.9,18.1,SAUCE VIEJO AERO
02082023,34.8,17.2,SUNCHALES AERO
02082023,17.3,7.0,TANDIL AERO
02082023,36.8,13.0,TARTAGAL AERO
02082023,31.2,10.5,TERMAS DE RIO HONDO AERO
02082023,32.5,5.0,TINOGASTA
02082023,12.2,6.0,TRELEW AERO
02082023,20.2,10.8,TRENQUE LAUQUEN
02082023,15.7,6.5,TRES ARROYOS
02082023,31.4,13.5,TUCUMAN AERO
02082023,1.1,-3.8,USHUAIA AERO
02082023,28.0,10.0,USPALLATA
02082023,27.0,13.5,VENADO TUERTO AERO
02082023,18.5,7.9,VICTORICA
02082023,15.7,4.3,VIEDMA AERO
02082023,35.5,15.2,VILLA DE MARIA DEL RIO SECO
02082023,31.1,12.2,VILLA DOLORES AERO
02082023,17.1,8.6,VILLA GESELL AERO
02082023,19.1,5.8,VILLA REYNOLDS AERO
01082023,24.1,14.1,AEROPARQUE AERO
01082023,25.5,12.1,AZUL AERO
01082023,23.8,12.4,BAHIA BLANCA AERO
01082023,9.0,3.0,BARILOCHE AERO
01082023,-12.5,-19.6,BASE BELGRANO II
01082023,2.3,-1.3,BASE CARLINI (EX JUBANY)
01082023,0.6,-11.2,BASE ESPERANZA
01082023,-1.7,-22.2,BASE MARAMBIO
01082023,-0.8,-10.0,BASE ORCADAS
01082023,-3.7,-13.8,BASE SAN MARTIN
01082023,21.8,11.5,BENITO JUAREZ AERO
01082023,24.5,15.3,BERNARDO DE IRIGOYEN AERO
01082023,26.6,11.0,BOLIVAR AERO
01082023,30.2,15.5,BUENOS AIRES OBSERVATORIO
01082023,,14.3,CAMPO DE MAYO AERO
01082023,32.5,7.9,CATAMARCA AERO
01082023,35.0,18.2,CERES AERO
01082023,30.7,13.1,CHAMICAL AERO
01082023,9.6,4.5,CHAPELCO AERO
01082023,31.5,10.0,CHEPES
01082023,30.3,6.5,CHILECITO AERO
01082023,21.9,13.8,CIPOLLETTI
01082023,17.5,9.1,COMODORO RIVADAVIA AERO
01082023,27.4,,CONCORDIA AERO
01082023,35.3,11.0,CORDOBA AERO
01082023,34.5,15.2,CORDOBA OBSERVATORIO
01082023,23.9,8.0,CORONEL SUAREZ AERO
01082023,32.9,18.2,CORRIENTES AERO
01082023,,10.1,DOLORES AERO
01082023,10.8,4.5,EL BOLSON AERO
01082023,5.9,-1.5,EL CALAFATE AERO
01082023,29.7,15.4,EL PALOMAR AERO
01082023,,12.4,ESCUELA DE AVIACION MILITAR AERO
01082023,11.6,1.6,ESQUEL AERO
01082023,29.1,16.3,EZEIZA AERO
01082023,,17.7,FORMOSA AERO
01082023,28.0,11.0,GENERAL PICO AERO
01082023,7.6,2.0,GOBERNADOR GREGORES AERO
01082023,29.6,15.4,GUALEGUAYCHU AERO
01082023,28.8,15.7,IGUAZU AERO
01082023,31.6,17.5,ITUZAINGO
01082023,30.5,-2.0,JACHAL
01082023,30.3,13.1,JUJUY AERO
01082023,30.0,9.0,JUJUY U N
01082023,28.6,15.3,JUNIN AERO
01082023,25.6,13.7,LA PLATA AERO
01082023,21.5,-5.2,LA QUIACA OBSERVATORIO
01082023,31.4,10.1,LA RIOJA AERO
01082023,29.2,11.4,LABOULAYE AERO
01082023,25.0,13.5,LAS FLORES
01082023,35.4,,LAS LOMITAS
01082023,26.6,6.2,MALARGUE AERO
01082023,11.7,3.7,MAQUINCHAO
01082023,24.4,9.4,MAR DEL PLATA AERO
01082023,32.6,13.8,MARCOS JUAREZ AERO
01082023,28.8,,MARIANO MORENO AERO
01082023,27.5,6.7,MENDOZA AERO
01082023,27.6,10.4,MENDOZA OBSERVATORIO
01082023,31.8,16.5,MERCEDES AERO (CTES)
01082023,,14.5,MERLO AERO
01082023,33.0,13.0,METAN
01082023,29.5,15.7,MONTE CASEROS AERO
01082023,29.0,14.5,MORON AERO
01082023,22.8,12.0,NEUQUEN AERO
01082023,27.1,13.1,NUEVE DE JULIO
01082023,30.0,15.0,OBERA
01082023,24.2,11.1,OLAVARRIA AERO
01082023,33.7,14.3,ORAN AERO
01082023,30.1,18.4,PARANA AERO
01082023,13.9,4.5,PASO DE INDIOS
01082023,30.1,15.0,PASO DE LOS LIBRES AERO
01082023,28.3,9.4,PEHUAJO AERO
01082023,7.5,-1.0,PERITO MORENO AERO
01082023,22.6,8.3,PIGUE AERO
01082023,33.2,14.4,PILAR OBSERVATORIO
01082023,30.5,16.9,POSADAS AERO
01082023,35.5,17.8,PRESIDENCIA ROQUE SAENZ PENA AERO
01082023,13.0,6.4,PUERTO DESEADO AERO
01082023,17.4,10.4,PUERTO MADRYN AERO
01082023,25.2,12.0,PUNTA INDIO B.A.
01082023,33.0,16.0,RAFAELA AERO
01082023,33.8,18.6,RECONQUISTA AERO
01082023,35.0,18.4,RESISTENCIA AERO
01082023,25.5,9.4,RIO CUARTO AERO
01082023,5.4,-0.4,RIO GALLEGOS AERO
01082023,4.5,0.0,RIO GRANDE B.A.
01082023,38.0,19.0,RIVADAVIA
01082023,29.5,15.7,ROSARIO AERO
01082023,30.8,6.4,SALTA AERO
01082023,22.1,10.0,SAN ANTONIO OESTE AERO
